STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,n_child,Number of children,agechild,Age of the child,isced11,International Standard Classification of Education (ISCED 2011),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PT,Portugal,2021,,94.6,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PT,Portugal,2022,,94.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PT,Portugal,2023,,93.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PT,Portugal,2024,,94.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2015,,89.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2016,,88.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2017,,89.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2018,,90.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2019,,92.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2020,,92.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2021,,88.4,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2022,,89.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2023,,91.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RO,Romania,2024,,90.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2015,,83.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2016,,83.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2017,,85.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2018,,88.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2019,,89.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2020,,89.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2021,,89.9,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2022,,88.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2023,,90.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,RS,Serbia,2024,,91.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2015,,96.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2016,,95.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2017,,97.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2018,,95.9,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2019,,96.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2020,,95.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2021,,95.2,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2022,,95.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2023,,96.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SE,Sweden,2024,,96.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2015,,95.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2016,,95.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2017,,96.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2018,,96.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2019,,97.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2020,,96.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2021,,97.1,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2022,,96.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2023,,96.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SI,Slovenia,2024,,96.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2015,,93.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2016,,92.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2017,,91.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2018,,94.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2019,,93.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2020,,92.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2021,,91.8,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2022,,94.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2023,,93.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,SK,Slovakia,2024,,95.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2015,,90.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2016,,90.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2017,,90.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2018,,90.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2019,,87.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2020,,86.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2021,,89.0,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2022,,91.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2023,,90.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,TR,Türkiye,2024,,91.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,UK,United Kingdom,2015,,94.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,UK,United Kingdom,2016,,94.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,UK,United Kingdom,2017,,94.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,UK,United Kingdom,2018,,95.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,UK,United Kingdom,2019,,95.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2015,,86.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2016,,87.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2017,,87.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2018,,88.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2019,,89.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2020,,87.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2021,,87.7,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2022,,90.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2023,,90.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,AT,Austria,2024,,85.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BA,Bosnia and Herzegovina,2021,,82.9,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BA,Bosnia and Herzegovina,2022,,84.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BA,Bosnia and Herzegovina,2023,,87.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BA,Bosnia and Herzegovina,2024,,85.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2015,,83.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2016,,84.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2017,,87.3,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2018,,86.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2019,,86.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2020,,84.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2021,,86.7,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2022,,86.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2023,,84.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BE,Belgium,2024,,86.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BG,Bulgaria,2015,,48.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,M,Males,Y25-49,From 25 to 49 years,GE3,3 children or more,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,BG,Bulgaria,2016,,53.5,,,,,
