STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,n_child,Number of children,agechild,Age of the child,isced11,International Standard Classification of Education (ISCED 2011),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IE,Ireland,2018,,71.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IE,Ireland,2019,,71.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IE,Ireland,2020,,69.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IE,Ireland,2021,,72.1,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IE,Ireland,2022,,73.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IE,Ireland,2023,,78.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IE,Ireland,2024,,79.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2015,,54.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2016,,54.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2017,,55.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2018,,56.8,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2019,,56.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2020,,56.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2021,,56.2,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2022,,58.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2023,,60.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,IT,Italy,2024,,62.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2015,,81.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2016,,81.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2017,,82.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2018,,81.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2019,,85.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2020,,83.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2021,,79.5,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2022,,82.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2023,,81.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LT,Lithuania,2024,,82.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2015,,77.3,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2016,,75.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2017,,80.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2018,,77.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2019,,77.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2020,,76.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2021,,77.6,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2022,,85.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2023,,84.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LU,Luxembourg,2024,,85.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2015,,74.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2016,,75.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2017,,77.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2018,,74.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2019,,81.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2020,,77.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2021,,77.8,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2022,,76.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2023,,81.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,LV,Latvia,2024,,83.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ME,Montenegro,2015,,62.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ME,Montenegro,2016,,63.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ME,Montenegro,2017,,58.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ME,Montenegro,2018,,61.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ME,Montenegro,2019,,62.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ME,Montenegro,2020,,58.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2015,,52.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2016,,53.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2017,,53.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2018,,58.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2019,,63.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2020,,61.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2021,,65.1,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2022,,67.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2023,,65.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MK,North Macedonia,2024,,63.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2015,,56.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2016,,62.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2017,,65.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2018,,66.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2019,,62.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2020,,64.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2021,,63.5,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2022,,72.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2023,,73.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,MT,Malta,2024,,73.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2015,,79.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2016,,81.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2017,,79.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2018,,81.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2019,,83.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2020,,85.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2021,,85.9,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2022,,86.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2023,,86.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NL,Netherlands,2024,,85.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NO,Norway,2021,,88.2,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NO,Norway,2022,,86.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NO,Norway,2023,,87.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,NO,Norway,2024,,86.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2015,,70.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2016,,71.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2017,,70.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2018,,71.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2019,,71.9,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2020,,72.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2021,,75.8,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,2,2 children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,PL,Poland,2022,,78.1,,,,,
